10,1050
11,
20,2010
21,
22,
25,
30,3001 3408
31,
32,
40,
41,
42,
43,
45,
50,
53,
61,
70,
71,
72,
73,
74,
80,5501 5506 9006
91,
95,7001
120,30012
210,30007
211,
212,30006
310,
311,
312,
320,
321,
322,
820,
830,
840,
845,
861,
870,
900,
910,
911,
1040,
1140,
1180,
1210,
1220,
1230,
1240,
1320,
1340,
1390,
1560,
1620,
2090,
2200,
2550,
2930,
3000,
5020,
5140,
5160,
5300,
5340,
5360,
5430,
5460,
5480,
5540,
5860,
6300,
7190,
7200,
7240,
7580,
8000,
8250,
8255,
