  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2012    11    10    00     00      00         4.215            0.082               279.3
  2012    11    10    00     10      00         4.445            0.118               302.1
  2012    11    10    00     20      00         3.928            0.185               285.3
  2012    11    10    00     30      00         4.049            0.173               276.5
  2012    11    10    00     40      00         4.459            0.180               270.7
  2012    11    10    00     50      00         4.358            0.194               271.7
  2012    11    10    01     00      00         4.447            0.160               271.7
  2012    11    10    01     10      00         4.755            0.258               294.2
  2012    11    10    01     20      00         4.293            0.114               283.5
  2012    11    10    01     30      00         3.989            0.190               295.3
  2012    11    10    01     40      00         3.817            0.195               261.7
  2012    11    10    01     50      00         4.035            0.158               282.5
  2012    11    10    02     00      00         3.903            0.125               263.9
  2012    11    10    02     10      00         4.166            0.133               273.2
  2012    11    10    02     20      00         4.247            0.160               282.8
  2012    11    10    02     30      00       999.999           99.999              9999.9
  2012    11    10    02     40      00       999.999           99.999              9999.9
  2012    11    10    02     50      00       999.999           99.999              9999.9
  2012    11    10    03     00      00       999.999           99.999              9999.9
  2012    11    10    03     10      00       999.999           99.999              9999.9
  2012    11    10    03     20      00       999.999           99.999              9999.9
  2012    11    10    03     30      00       999.999           99.999              9999.9
  2012    11    10    03     40      00       999.999           99.999              9999.9
  2012    11    10    03     50      00       999.999           99.999              9999.9
  2012    11    10    04     00      00       999.999           99.999              9999.9
  2012    11    10    04     10      00       999.999           99.999              9999.9
  2012    11    10    04     20      00       999.999           99.999              9999.9
  2012    11    10    04     30      00       999.999           99.999              9999.9
  2012    11    10    04     40      00       999.999           99.999              9999.9
  2012    11    10    04     50      00       999.999           99.999              9999.9
  2012    11    10    05     00      00       999.999           99.999              9999.9
  2012    11    10    05     10      00       999.999           99.999              9999.9
  2012    11    10    05     20      00       999.999           99.999              9999.9
  2012    11    10    05     30      00       999.999           99.999              9999.9
  2012    11    10    05     40      00       999.999           99.999              9999.9
  2012    11    10    05     50      00       999.999           99.999              9999.9
  2012    11    10    06     00      00       999.999           99.999              9999.9
  2012    11    10    06     10      00       999.999           99.999              9999.9
  2012    11    10    06     20      00       999.999           99.999              9999.9
  2012    11    10    06     30      00       999.999           99.999              9999.9
  2012    11    10    06     40      00       999.999           99.999              9999.9
  2012    11    10    06     50      00       999.999           99.999              9999.9
  2012    11    10    07     00      00       999.999           99.999              9999.9
  2012    11    10    07     10      00         3.270            0.197               284.7
  2012    11    10    07     20      00         3.152            0.161               300.4
  2012    11    10    07     30      00         3.032            0.142               296.8
  2012    11    10    07     40      00         2.983            0.119               301.8
  2012    11    10    07     50      00         2.910            0.121               300.6
  2012    11    10    08     00      00         3.030            0.093               285.0
  2012    11    10    08     10      00         2.931            0.153               295.5
  2012    11    10    08     20      00         2.814            0.044               307.3
  2012    11    10    08     30      00         2.729            0.121               291.5
  2012    11    10    08     40      00         3.040            0.177               299.7
  2012    11    10    08     50      00         2.771            0.113               282.1
  2012    11    10    09     00      00         2.910            0.107               302.4
  2012    11    10    09     10      00         2.962            0.130               280.1
  2012    11    10    09     20      00         3.462            0.139               300.0
  2012    11    10    09     30      00         3.393            0.103               285.8
  2012    11    10    09     40      00         3.463            0.172               289.9
  2012    11    10    09     50      00         3.828            0.141               299.3
  2012    11    10    10     00      00         3.455            0.101               301.3
  2012    11    10    10     10      00         3.214            0.110               294.6
  2012    11    10    10     20      00         3.222            0.170               285.4
  2012    11    10    10     30      00         3.102            0.102               304.3
  2012    11    10    10     40      00         4.407            0.171               305.1
  2012    11    10    10     50      00         3.701            0.114               280.6
  2012    11    10    11     00      00         3.783            0.112               282.6
  2012    11    10    11     10      00         3.866            0.160               274.8
  2012    11    10    11     20      00         4.086            0.174               294.5
  2012    11    10    11     30      00         3.851            0.116               284.6
  2012    11    10    11     40      00         3.932            0.130               277.0
  2012    11    10    11     50      00         4.204            0.163               284.1
  2012    11    10    12     00      00         4.428            0.165               294.0
  2012    11    10    12     10      00         4.837            0.141               297.4
  2012    11    10    12     20      00         4.688            0.195               284.6
  2012    11    10    12     30      00         4.484            0.141               278.4
  2012    11    10    12     40      00         4.588            0.222               297.2
  2012    11    10    12     50      00         4.379            0.085               289.1
  2012    11    10    13     00      00         4.541            0.198               291.9
  2012    11    10    13     10      00         4.743            0.113               300.3
  2012    11    10    13     20      00         4.324            0.128               283.9
  2012    11    10    13     30      00         4.679            0.204               292.3
  2012    11    10    13     40      00         4.567            0.144               275.4
  2012    11    10    13     50      00         5.842            0.267               289.0
  2012    11    10    14     00      00         4.326            0.205               273.2
  2012    11    10    14     10      00         4.550            0.118               268.3
  2012    11    10    14     20      00       999.999           99.999              9999.9
  2012    11    10    14     30      00       999.999           99.999              9999.9
  2012    11    10    14     40      00       999.999           99.999              9999.9
  2012    11    10    14     50      00       999.999           99.999              9999.9
  2012    11    10    15     00      00       999.999           99.999              9999.9
  2012    11    10    15     10      00       999.999           99.999              9999.9
  2012    11    10    15     20      00       999.999           99.999              9999.9
  2012    11    10    15     30      00         6.867            0.216               269.4
  2012    11    10    15     40      00         7.133            0.292               275.1
  2012    11    10    15     50      00         6.565            0.196               259.4
  2012    11    10    16     00      00         6.303            0.222               259.4
  2012    11    10    16     10      00         5.711            0.312               282.4
  2012    11    10    16     20      00         5.895            0.189               258.4
  2012    11    10    16     30      00         6.828            0.219               271.8
  2012    11    10    16     40      00       999.999           99.999              9999.9
  2012    11    10    16     50      00       999.999           99.999              9999.9
  2012    11    10    17     00      00       999.999           99.999              9999.9
  2012    11    10    17     10      00       999.999           99.999              9999.9
  2012    11    10    17     20      00       999.999           99.999              9999.9
  2012    11    10    17     30      00       999.999           99.999              9999.9
  2012    11    10    17     40      00       999.999           99.999              9999.9
  2012    11    10    17     50      00       999.999           99.999              9999.9
  2012    11    10    18     00      00         7.774            0.292               280.8
  2012    11    10    18     10      00         9.249            0.441               308.5
  2012    11    10    18     20      00         9.330            0.278               290.7
  2012    11    10    18     30      00         9.654            0.341               303.4
  2012    11    10    18     40      00         8.086            0.273               265.2
  2012    11    10    18     50      00         6.992            0.188               265.2
  2012    11    10    19     00      00         6.915            0.183               278.4
  2012    11    10    19     10      00         7.845            0.313               256.3
  2012    11    10    19     20      00         6.453            0.284               261.4
  2012    11    10    19     30      00         8.984            0.288               287.1
  2012    11    10    19     40      00         8.273            0.300               282.0
  2012    11    10    19     50      00         9.607            0.349               301.9
  2012    11    10    20     00      00       999.999           99.999              9999.9
  2012    11    10    20     10      00       999.999           99.999              9999.9
  2012    11    10    20     20      00       999.999           99.999              9999.9
  2012    11    10    20     30      00       999.999           99.999              9999.9
  2012    11    10    20     40      00       999.999           99.999              9999.9
  2012    11    10    20     50      00       999.999           99.999              9999.9
  2012    11    10    21     00      00       999.999           99.999              9999.9
  2012    11    10    21     10      00         8.737            0.343               287.3
  2012    11    10    21     20      00         8.442            0.430               289.9
  2012    11    10    21     30      00         7.718            0.165               287.1
  2012    11    10    21     40      00         7.944            0.281               295.0
  2012    11    10    21     50      00         8.639            0.260               297.5
  2012    11    10    22     00      00         8.480            0.242               291.5
  2012    11    10    22     10      00         5.608            0.118               273.9
  2012    11    10    22     20      00         6.487            0.206               276.7
  2012    11    10    22     30      00         6.201            0.158               280.3
  2012    11    10    22     40      00         7.691            0.329               298.9
  2012    11    10    22     50      00         6.215            0.307               297.5
  2012    11    10    23     00      00         7.695            0.360               309.6
  2012    11    10    23     10      00         7.742            0.169               304.6
  2012    11    10    23     20      00         7.725            0.214               289.8
  2012    11    10    23     30      00         7.092            0.047               247.1
  2012    11    10    23     40      00         6.540            0.310               286.7
  2012    11    10    23     50      00         4.323            0.078               268.9
  2012    11    11    00     00      00         5.779            0.226               301.7
  2012    11    11    00     10      00         5.380            0.200               279.9
  2012    11    11    00     20      00         5.339            0.310               287.9
  2012    11    11    00     30      00         5.691            0.253               290.4
  2012    11    11    00     40      00         5.142            0.391               299.3
  2012    11    11    00     50      00         6.637            0.247               308.5
  2012    11    11    01     00      00         6.731            0.056               276.0
  2012    11    11    01     10      00         6.119            0.198               270.0
  2012    11    11    01     20      00         5.658            0.223               295.8
  2012    11    11    01     30      00         5.403            0.194               296.3
  2012    11    11    01     40      00         4.939            0.226               282.2
  2012    11    11    01     50      00         4.689            0.216               297.8
  2012    11    11    02     00      00         4.967            0.119               294.1
  2012    11    11    02     10      00         6.175            0.225               301.3
  2012    11    11    02     20      00         5.810            0.316               304.3
  2012    11    11    02     30      00         4.475            0.159               292.3
  2012    11    11    02     40      00         5.059            0.213               309.8
  2012    11    11    02     50      00         4.505            0.105               279.7
  2012    11    11    03     00      00         5.330            0.283               300.1
  2012    11    11    03     10      00         4.524            0.106               272.8
  2012    11    11    03     20      00         4.539            0.243               285.4
  2012    11    11    03     30      00         4.410            0.162               273.1
  2012    11    11    03     40      00         4.007            0.211               287.8
  2012    11    11    03     50      00         3.896            0.134               292.5
  2012    11    11    04     00      00         4.327            0.204               290.8
  2012    11    11    04     10      00         4.188            0.144               289.0
  2012    11    11    04     20      00         3.877            0.137               284.4
  2012    11    11    04     30      00         4.247            0.176               287.8
  2012    11    11    04     40      00         3.647            0.135               264.9
  2012    11    11    04     50      00         3.413            0.135               283.7
  2012    11    11    05     00      00         3.613            0.118               273.6
  2012    11    11    05     10      00         3.314            0.039               254.8
  2012    11    11    05     20      00         3.321            0.122               285.0
  2012    11    11    05     30      00         3.343            0.108               286.6
  2012    11    11    05     40      00         3.163            0.109               284.5
  2012    11    11    05     50      00         3.324            0.178               307.6
  2012    11    11    06     00      00         3.202            0.163               302.2
  2012    11    11    06     10      00         3.271            0.102               286.8
  2012    11    11    06     20      00         3.284            0.131               305.4
  2012    11    11    06     30      00         3.204            0.123               313.2
  2012    11    11    06     40      00         3.383            0.173               328.3
  2012    11    11    06     50      00       999.999           99.999              9999.9
  2012    11    11    07     00      00       999.999           99.999              9999.9
  2012    11    11    07     10      00       999.999           99.999              9999.9
  2012    11    11    07     20      00       999.999           99.999              9999.9
  2012    11    11    07     30      00       999.999           99.999              9999.9
  2012    11    11    07     40      00       999.999           99.999              9999.9
  2012    11    11    07     50      00       999.999           99.999              9999.9
  2012    11    11    08     00      00       999.999           99.999              9999.9
  2012    11    11    08     10      00       999.999           99.999              9999.9
  2012    11    11    08     20      00       999.999           99.999              9999.9
  2012    11    11    08     30      00       999.999           99.999              9999.9
  2012    11    11    08     40      00       999.999           99.999              9999.9
  2012    11    11    08     50      00       999.999           99.999              9999.9
  2012    11    11    09     00      00       999.999           99.999              9999.9
  2012    11    11    09     10      00       999.999           99.999              9999.9
  2012    11    11    09     20      00       999.999           99.999              9999.9
  2012    11    11    09     30      00       999.999           99.999              9999.9
  2012    11    11    09     40      00       999.999           99.999              9999.9
  2012    11    11    09     50      00         4.908            0.114               288.3
  2012    11    11    10     00      00         4.581            0.156               275.6
  2012    11    11    10     10      00         4.454            0.188               284.0
  2012    11    11    10     20      00         4.819            0.168               302.3
  2012    11    11    10     30      00         4.776            0.258               308.1
  2012    11    11    10     40      00         4.247            0.210               294.5
  2012    11    11    10     50      00         4.213            0.079               286.0
  2012    11    11    11     00      00         4.195            0.146               298.3
  2012    11    11    11     10      00         3.915            0.117               290.0
  2012    11    11    11     20      00         3.567            0.138               285.3
  2012    11    11    11     30      00         3.509            0.098               277.8
  2012    11    11    11     40      00         3.454            0.152               307.5
  2012    11    11    11     50      00         3.446            0.139               303.9
  2012    11    11    12     00      00         3.436            0.148               324.7
  2012    11    11    12     10      00         2.790            0.133               300.7
  2012    11    11    12     20      00         3.102            0.116               310.1
  2012    11    11    12     30      00         3.194            0.134               288.5
  2012    11    11    12     40      00         3.132            0.129               313.5
  2012    11    11    12     50      00       999.999           99.999              9999.9
  2012    11    11    13     00      00       999.999           99.999              9999.9
  2012    11    11    13     10      00         4.598            0.150               295.0
  2012    11    11    13     20      00         3.989            0.177               282.9
  2012    11    11    13     30      00         4.238            0.170               282.0
  2012    11    11    13     40      00         4.780            0.180               317.3
  2012    11    11    13     50      00         3.966            0.130               288.9
  2012    11    11    14     00      00         4.889            0.217               313.8
  2012    11    11    14     10      00         4.986            0.110               299.4
  2012    11    11    14     20      00         5.198            0.170               295.2
  2012    11    11    14     30      00         5.611            0.197               295.1
  2012    11    11    14     40      00         5.609            0.140               279.8
  2012    11    11    14     50      00         5.560            0.216               277.3
  2012    11    11    15     00      00         5.346            0.116               266.8
  2012    11    11    15     10      00         4.948            0.195               266.2
  2012    11    11    15     20      00         4.472            0.108               259.9
  2012    11    11    15     30      00         4.901            0.162               288.2
  2012    11    11    15     40      00         4.959            0.163               277.7
  2012    11    11    15     50      00         5.056            0.187               276.9
  2012    11    11    16     00      00         7.264            0.277               283.8
  2012    11    11    16     10      00         7.103            0.350               284.9
  2012    11    11    16     20      00         7.234            0.122               276.6
  2012    11    11    16     30      00         6.624            0.103               266.5
  2012    11    11    16     40      00         6.233            0.196               264.5
  2012    11    11    16     50      00       999.999           99.999              9999.9
  2012    11    11    17     00      00       999.999           99.999              9999.9
  2012    11    11    17     10      00         7.476            0.195               297.8
  2012    11    11    17     20      00         7.569            0.273               304.4
  2012    11    11    17     30      00         7.244            0.344               289.0
  2012    11    11    17     40      00         7.262            0.129               277.3
  2012    11    11    17     50      00         6.525            0.161               270.2
  2012    11    11    18     00      00         5.413            0.204               277.1
  2012    11    11    18     10      00         5.698            0.244               283.8
  2012    11    11    18     20      00         5.470            0.214               283.5
  2012    11    11    18     30      00         5.583            0.170               288.3
  2012    11    11    18     40      00         6.007            0.129               276.1
  2012    11    11    18     50      00         5.691            0.160               267.5
  2012    11    11    19     00      00         5.762            0.181               300.0
  2012    11    11    19     10      00         5.835            0.121               286.2
  2012    11    11    19     20      00         5.861            0.224               281.4
  2012    11    11    19     30      00       999.999           99.999              9999.9
  2012    11    11    19     40      00       999.999           99.999              9999.9
  2012    11    11    19     50      00         6.018            0.266               280.2
  2012    11    11    20     00      00         6.420            0.238               310.4
  2012    11    11    20     10      00         6.510            0.309               315.0
  2012    11    11    20     20      00         6.774            0.261               308.9
  2012    11    11    20     30      00         6.561            0.156               296.8
  2012    11    11    20     40      00         6.532            0.234               307.3
  2012    11    11    20     50      00         5.889            0.111               290.5
  2012    11    11    21     00      00         6.119            0.112               295.3
  2012    11    11    21     10      00         5.950            0.241               301.9
  2012    11    11    21     20      00         5.670            0.275               287.3
  2012    11    11    21     30      00         7.637            0.201               265.2
  2012    11    11    21     40      00       999.999           99.999              9999.9
  2012    11    11    21     50      00       999.999           99.999              9999.9
  2012    11    11    22     00      00       999.999           99.999              9999.9
  2012    11    11    22     10      00       999.999           99.999              9999.9
  2012    11    11    22     20      00       999.999           99.999              9999.9
  2012    11    11    22     30      00         5.825            0.222               303.4
  2012    11    11    22     40      00         6.101            0.228               311.3
  2012    11    11    22     50      00         5.782            0.145               286.1
  2012    11    11    23     00      00         5.709            0.277               300.0
  2012    11    11    23     10      00         5.662            0.162               294.4
  2012    11    11    23     20      00         5.127            0.234               284.7
  2012    11    11    23     30      00         5.270            0.197               286.5
  2012    11    11    23     40      00         5.197            0.123               280.5
  2012    11    11    23     50      00         5.097            0.137               272.7
  2012    11    12    00     00      00         5.438            0.143               275.4
  2012    11    12    00     10      00         5.579            0.279               280.4
  2012    11    12    00     20      00         6.246            0.127               273.3
  2012    11    12    00     30      00         6.453            0.189               296.1
  2012    11    12    00     40      00         6.110            0.220               293.2
  2012    11    12    00     50      00         4.472            0.133               285.5
  2012    11    12    01     00      00         6.442            0.206               296.5
  2012    11    12    01     10      00         6.721            0.238               310.2
  2012    11    12    01     20      00         6.201            0.247               304.1
  2012    11    12    01     30      00         6.689            0.293               301.9
  2012    11    12    01     40      00         6.482            0.408               290.0
  2012    11    12    01     50      00         6.196            0.208               292.2
  2012    11    12    02     00      00         5.492            0.188               306.7
  2012    11    12    02     10      00         5.538            0.173               300.1
  2012    11    12    02     20      00         5.822            0.294               304.4
  2012    11    12    02     30      00         5.630            0.217               291.4
  2012    11    12    02     40      00         5.438            0.259               299.3
  2012    11    12    02     50      00         5.178            0.164               297.9
  2012    11    12    03     00      00         5.064            0.035               285.9
  2012    11    12    03     10      00         5.648            0.296               298.4
  2012    11    12    03     20      00         5.194            0.110               287.6
  2012    11    12    03     30      00         5.139            0.240               315.2
  2012    11    12    03     40      00         5.305            0.215               322.1
  2012    11    12    03     50      00         5.424            0.192               288.7
  2012    11    12    04     00      00         4.768            0.229               274.6
  2012    11    12    04     10      00         4.206            0.056               255.6
  2012    11    12    04     20      00         3.824            0.211               293.1
  2012    11    12    04     30      00         3.715            0.153               287.2
  2012    11    12    04     40      00         4.145            0.208               286.4
  2012    11    12    04     50      00         4.282            0.176               285.1
  2012    11    12    05     00      00         4.225            0.190               275.8
  2012    11    12    05     10      00         3.835            0.116               273.4
  2012    11    12    05     20      00         3.612            0.140               271.2
  2012    11    12    05     30      00         3.504            0.195               298.0
  2012    11    12    05     40      00         3.403            0.226               299.0
  2012    11    12    05     50      00         2.973            0.114               310.1
  2012    11    12    06     00      00         2.850            0.140               290.8
  2012    11    12    06     10      00         3.293            0.166               308.3
  2012    11    12    06     20      00       999.999           99.999              9999.9
  2012    11    12    06     30      00       999.999           99.999              9999.9
  2012    11    12    06     40      00       999.999           99.999              9999.9
  2012    11    12    06     50      00       999.999           99.999              9999.9
  2012    11    12    07     00      00       999.999           99.999              9999.9
  2012    11    12    07     10      00       999.999           99.999              9999.9
  2012    11    12    07     20      00       999.999           99.999              9999.9
  2012    11    12    07     30      00       999.999           99.999              9999.9
  2012    11    12    07     40      00       999.999           99.999              9999.9
  2012    11    12    07     50      00       999.999           99.999              9999.9
  2012    11    12    08     00      00       999.999           99.999              9999.9
  2012    11    12    08     10      00       999.999           99.999              9999.9
  2012    11    12    08     20      00       999.999           99.999              9999.9
  2012    11    12    08     30      00       999.999           99.999              9999.9
  2012    11    12    08     40      00       999.999           99.999              9999.9
  2012    11    12    08     50      00       999.999           99.999              9999.9
  2012    11    12    09     00      00       999.999           99.999              9999.9
  2012    11    12    09     10      00       999.999           99.999              9999.9
  2012    11    12    09     20      00       999.999           99.999              9999.9
  2012    11    12    09     30      00       999.999           99.999              9999.9
  2012    11    12    09     40      00       999.999           99.999              9999.9
  2012    11    12    09     50      00       999.999           99.999              9999.9
  2012    11    12    10     00      00       999.999           99.999              9999.9
  2012    11    12    10     10      00       999.999           99.999              9999.9
  2012    11    12    10     20      00       999.999           99.999              9999.9
  2012    11    12    10     30      00       999.999           99.999              9999.9
  2012    11    12    10     40      00       999.999           99.999              9999.9
  2012    11    12    10     50      00       999.999           99.999              9999.9
  2012    11    12    11     00      00       999.999           99.999              9999.9
  2012    11    12    11     10      00       999.999           99.999              9999.9
  2012    11    12    11     20      00       999.999           99.999              9999.9
  2012    11    12    11     30      00         3.364            0.168               283.2
  2012    11    12    11     40      00         3.312            0.133               260.6
  2012    11    12    11     50      00         3.223            0.163               274.2
  2012    11    12    12     00      00         3.414            0.145               288.2
  2012    11    12    12     10      00       999.999           99.999              9999.9
  2012    11    12    12     20      00       999.999           99.999              9999.9
  2012    11    12    12     30      00       999.999           99.999              9999.9
  2012    11    12    12     40      00       999.999           99.999              9999.9
  2012    11    12    12     50      00       999.999           99.999              9999.9
  2012    11    12    13     00      00       999.999           99.999              9999.9
  2012    11    12    13     10      00       999.999           99.999              9999.9
  2012    11    12    13     20      00       999.999           99.999              9999.9
  2012    11    12    13     30      00       999.999           99.999              9999.9
  2012    11    12    13     40      00       999.999           99.999              9999.9
  2012    11    12    13     50      00       999.999           99.999              9999.9
  2012    11    12    14     00      00       999.999           99.999              9999.9
  2012    11    12    14     10      00       999.999           99.999              9999.9
  2012    11    12    14     20      00       999.999           99.999              9999.9
  2012    11    12    14     30      00       999.999           99.999              9999.9
  2012    11    12    14     40      00       999.999           99.999              9999.9
  2012    11    12    14     50      00         5.555            0.216               295.4
  2012    11    12    15     00      00         5.762            0.205               287.4
  2012    11    12    15     10      00         5.590            0.185               286.7
  2012    11    12    15     20      00         5.682            0.241               282.6
  2012    11    12    15     30      00         5.723            0.173               269.3
  2012    11    12    15     40      00       999.999           99.999              9999.9
  2012    11    12    15     50      00       999.999           99.999              9999.9
  2012    11    12    16     00      00       999.999           99.999              9999.9
  2012    11    12    16     10      00       999.999           99.999              9999.9
