  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2013    02    09    00     00      00         5.495            0.128               307.4
  2013    02    09    00     30      00         4.947            0.171               297.2
  2013    02    09    01     00      00         4.034            0.121               297.4
  2013    02    09    01     30      00         4.094            0.128               302.0
  2013    02    09    02     00      00         4.581            0.173               312.5
  2013    02    09    02     30      00         3.582            0.120               282.2
  2013    02    09    03     00      00         4.832            0.184               308.7
  2013    02    09    03     30      00         3.876            0.172               322.9
  2013    02    09    04     00      00         4.013            0.108               297.5
  2013    02    09    04     30      00         3.769            0.121               295.3
  2013    02    09    05     00      00         3.672            0.089               297.6
  2013    02    09    05     30      00         3.867            0.161               316.7
  2013    02    09    06     00      00         3.860            0.068               304.5
  2013    02    09    06     30      00         3.895            0.186               318.0
  2013    02    09    07     00      00         4.101            0.049               278.0
  2013    02    09    07     30      00         4.264            0.111               298.3
  2013    02    09    08     00      00         4.465            0.187               303.3
  2013    02    09    08     30      00         4.239            0.106               299.1
  2013    02    09    09     00      00         4.241            0.099               282.9
  2013    02    09    09     30      00         4.213            0.129               321.9
  2013    02    09    10     00      00         3.314            0.118               308.4
  2013    02    09    10     30      00         3.474            0.186               303.8
  2013    02    09    11     00      00       999.999           99.999              9999.9
  2013    02    09    11     30      00       999.999           99.999              9999.9
  2013    02    09    12     00      00       999.999           99.999              9999.9
  2013    02    09    12     30      00       999.999           99.999              9999.9
  2013    02    09    13     00      00       999.999           99.999              9999.9
  2013    02    09    13     30      00       999.999           99.999              9999.9
  2013    02    09    14     00      00         4.206            0.088               298.4
  2013    02    09    14     30      00         4.288            0.178               297.7
  2013    02    09    15     00      00         5.170            0.180               303.8
  2013    02    09    15     30      00         5.611            0.162               298.1
  2013    02    09    16     00      00         4.468            0.164               286.9
  2013    02    09    16     30      00         4.779            0.154               291.4
  2013    02    09    17     00      00         6.122            0.185               276.1
  2013    02    09    17     30      00         5.455            0.107               252.7
  2013    02    09    18     00      00         5.133            0.091               257.2
  2013    02    09    18     30      00         6.211            0.238               277.1
  2013    02    09    19     00      00         6.125            0.119               274.7
  2013    02    09    19     30      00         6.694            0.192               278.8
  2013    02    09    20     00      00         6.409            0.137               253.9
  2013    02    09    20     30      00         6.270            0.274               293.6
  2013    02    09    21     00      00         7.077            0.153               269.8
  2013    02    09    21     30      00         5.801            0.239               280.5
  2013    02    09    22     00      00         5.452            0.223               302.8
  2013    02    09    22     30      00         5.400            0.213               291.7
  2013    02    09    23     00      00         5.058            0.213               291.0
  2013    02    09    23     30      00         4.567            0.194               294.3
  2013    02    10    00     00      00       999.999           99.999              9999.9
  2013    02    10    00     30      00       999.999           99.999              9999.9
  2013    02    10    01     00      00       999.999           99.999              9999.9
  2013    02    10    01     30      00       999.999           99.999              9999.9
  2013    02    10    02     00      00       999.999           99.999              9999.9
  2013    02    10    02     30      00         4.828            0.241               310.9
  2013    02    10    03     00      00         5.410            0.200               307.7
  2013    02    10    03     30      00         5.501            0.182               287.1
  2013    02    10    04     00      00         5.175            0.097               296.1
  2013    02    10    04     30      00         5.073            0.187               305.7
  2013    02    10    05     00      00       999.999           99.999              9999.9
  2013    02    10    05     30      00         4.680            0.178               293.6
  2013    02    10    06     00      00       999.999           99.999              9999.9
  2013    02    10    06     30      00       999.999           99.999              9999.9
  2013    02    10    07     00      00         4.281            0.141               275.9
