  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2012    11    03    00     00      00         5.754            0.100               279.4
  2012    11    03    00     10      00         5.158            0.251               307.7
  2012    11    03    00     20      00         4.552            0.167               308.1
  2012    11    03    00     30      00         5.223            0.167               290.8
  2012    11    03    00     40      00         5.421            0.247               308.3
  2012    11    03    00     50      00         5.009            0.194               305.2
  2012    11    03    01     00      00       999.999           99.999              9999.9
  2012    11    03    01     10      00       999.999           99.999              9999.9
  2012    11    03    01     20      00       999.999           99.999              9999.9
  2012    11    03    01     30      00       999.999           99.999              9999.9
  2012    11    03    01     40      00       999.999           99.999              9999.9
  2012    11    03    01     50      00       999.999           99.999              9999.9
  2012    11    03    02     00      00         4.534            0.164               285.9
  2012    11    03    02     10      00         4.223            0.104               281.0
  2012    11    03    02     20      00         4.297            0.177               281.0
  2012    11    03    02     30      00         4.010            0.073               282.9
  2012    11    03    02     40      00         4.526            0.235               303.2
  2012    11    03    02     50      00         4.260            0.139               279.9
  2012    11    03    03     00      00         4.186            0.108               276.3
  2012    11    03    03     10      00         4.212            0.159               290.7
  2012    11    03    03     20      00         4.297            0.195               292.4
  2012    11    03    03     30      00         4.096            0.174               304.9
  2012    11    03    03     40      00         3.958            0.167               296.3
  2012    11    03    03     50      00         4.102            0.125               304.7
  2012    11    03    04     00      00         3.926            0.152               302.1
  2012    11    03    04     10      00       999.999           99.999              9999.9
  2012    11    03    04     20      00       999.999           99.999              9999.9
  2012    11    03    04     30      00       999.999           99.999              9999.9
  2012    11    03    04     40      00       999.999           99.999              9999.9
  2012    11    03    04     50      00       999.999           99.999              9999.9
  2012    11    03    05     00      00       999.999           99.999              9999.9
  2012    11    03    05     10      00       999.999           99.999              9999.9
  2012    11    03    05     20      00       999.999           99.999              9999.9
  2012    11    03    05     30      00       999.999           99.999              9999.9
  2012    11    03    05     40      00       999.999           99.999              9999.9
  2012    11    03    05     50      00       999.999           99.999              9999.9
  2012    11    03    06     00      00       999.999           99.999              9999.9
  2012    11    03    06     10      00         3.468            0.075               300.8
  2012    11    03    06     20      00         3.586            0.098               291.0
  2012    11    03    06     30      00         3.627            0.151               290.5
  2012    11    03    06     40      00         3.915            0.157               296.0
  2012    11    03    06     50      00         4.016            0.141               292.5
  2012    11    03    07     00      00         4.166            0.185               298.0
  2012    11    03    07     10      00         4.276            0.202               284.2
  2012    11    03    07     20      00         4.598            0.180               303.2
  2012    11    03    07     30      00         4.381            0.167               283.5
  2012    11    03    07     40      00         4.457            0.180               302.5
  2012    11    03    07     50      00         4.368            0.187               296.5
  2012    11    03    08     00      00         4.319            0.168               297.5
  2012    11    03    08     10      00         3.777            0.092               288.8
  2012    11    03    08     20      00         3.985            0.173               300.2
  2012    11    03    08     30      00         3.865            0.169               291.3
  2012    11    03    08     40      00         4.045            0.193               306.3
  2012    11    03    08     50      00         4.099            0.141               301.1
  2012    11    03    09     00      00       999.999           99.999              9999.9
  2012    11    03    09     10      00       999.999           99.999              9999.9
  2012    11    03    09     20      00       999.999           99.999              9999.9
  2012    11    03    09     30      00       999.999           99.999              9999.9
  2012    11    03    09     40      00       999.999           99.999              9999.9
  2012    11    03    09     50      00       999.999           99.999              9999.9
  2012    11    03    10     00      00         2.910            0.099               269.7
  2012    11    03    10     10      00         2.880            0.100               288.8
  2012    11    03    10     20      00         3.302            0.256               302.8
  2012    11    03    10     30      00         3.493            0.152               297.0
  2012    11    03    10     40      00         3.565            0.144               300.1
  2012    11    03    10     50      00         3.662            0.222               287.9
  2012    11    03    11     00      00         3.715            0.170               304.7
  2012    11    03    11     10      00         3.582            0.135               298.4
  2012    11    03    11     20      00         3.511            0.118               286.4
  2012    11    03    11     30      00         3.484            0.142               299.3
  2012    11    03    11     40      00         3.434            0.123               283.3
  2012    11    03    11     50      00         3.285            0.126               288.7
  2012    11    03    12     00      00         3.375            0.144               287.5
  2012    11    03    12     10      00         3.323            0.132               287.4
  2012    11    03    12     20      00       999.999           99.999              9999.9
  2012    11    03    12     30      00       999.999           99.999              9999.9
  2012    11    03    12     40      00       999.999           99.999              9999.9
  2012    11    03    12     50      00       999.999           99.999              9999.9
  2012    11    03    13     00      00       999.999           99.999              9999.9
  2012    11    03    13     10      00       999.999           99.999              9999.9
  2012    11    03    13     20      00       999.999           99.999              9999.9
  2012    11    03    13     30      00       999.999           99.999              9999.9
  2012    11    03    13     40      00       999.999           99.999              9999.9
  2012    11    03    13     50      00       999.999           99.999              9999.9
  2012    11    03    14     00      00         4.045            0.207               315.1
  2012    11    03    14     10      00         4.589            0.167               304.2
  2012    11    03    14     20      00         4.944            0.214               314.3
  2012    11    03    14     30      00         5.330            0.180               303.8
  2012    11    03    14     40      00         4.457            0.131               298.2
  2012    11    03    14     50      00         5.487            0.187               282.2
  2012    11    03    15     00      00         5.616            0.111               283.2
  2012    11    03    15     10      00         5.547            0.142               280.3
  2012    11    03    15     20      00         5.354            0.193               294.2
  2012    11    03    15     30      00         5.576            0.215               302.9
  2012    11    03    15     40      00         5.863            0.139               295.3
  2012    11    03    15     50      00         6.718            0.220               299.7
  2012    11    03    16     00      00         6.742            0.171               279.7
  2012    11    03    16     10      00         6.220            0.232               292.3
  2012    11    03    16     20      00         7.345            0.170               284.1
  2012    11    03    16     30      00         7.963            0.217               289.5
  2012    11    03    16     40      00         8.831            0.274               296.5
  2012    11    03    16     50      00         8.385            0.204               279.3
  2012    11    03    17     00      00         5.977            0.106               265.1
  2012    11    03    17     10      00         6.151            0.184               287.3
  2012    11    03    17     20      00         6.209            0.173               285.1
  2012    11    03    17     30      00         5.660            0.144               299.1
  2012    11    03    17     40      00         5.793            0.151               286.2
  2012    11    03    17     50      00         5.971            0.169               285.0
  2012    11    03    18     00      00         7.258            0.184               262.1
  2012    11    03    18     10      00         6.484            0.196               268.5
  2012    11    03    18     20      00         5.863            0.199               260.9
  2012    11    03    18     30      00         6.822            0.253               264.5
  2012    11    03    18     40      00       999.999           99.999              9999.9
  2012    11    03    18     50      00       999.999           99.999              9999.9
  2012    11    03    19     00      00       999.999           99.999              9999.9
  2012    11    03    19     10      00       999.999           99.999              9999.9
  2012    11    03    19     20      00       999.999           99.999              9999.9
  2012    11    03    19     30      00       999.999           99.999              9999.9
  2012    11    03    19     40      00         5.060            0.217               296.9
  2012    11    03    19     50      00         5.619            0.175               292.1
  2012    11    03    20     00      00         5.602            0.203               306.5
  2012    11    03    20     10      00         5.467            0.184               293.2
  2012    11    03    20     20      00         5.414            0.173               284.6
  2012    11    03    20     30      00         5.765            0.222               304.5
  2012    11    03    20     40      00         5.520            0.219               300.0
  2012    11    03    20     50      00         5.641            0.203               298.1
  2012    11    03    21     00      00         5.823            0.236               314.7
  2012    11    03    21     10      00         6.471            0.188               286.7
  2012    11    03    21     20      00         6.452            0.205               292.7
  2012    11    03    21     30      00         5.698            0.159               301.9
  2012    11    03    21     40      00         5.554            0.187               294.1
  2012    11    03    21     50      00         5.953            0.311               300.0
  2012    11    03    22     00      00       999.999           99.999              9999.9
  2012    11    03    22     10      00         5.062            0.300               296.6
  2012    11    03    22     20      00         4.966            0.249               305.5
  2012    11    03    22     30      00         5.219            0.211               296.2
  2012    11    03    22     40      00         5.795            0.253               296.2
  2012    11    03    22     50      00         6.169            0.246               298.5
  2012    11    03    23     00      00       999.999           99.999              9999.9
  2012    11    03    23     10      00       999.999           99.999              9999.9
  2012    11    03    23     20      00       999.999           99.999              9999.9
  2012    11    03    23     30      00       999.999           99.999              9999.9
  2012    11    03    23     40      00       999.999           99.999              9999.9
  2012    11    03    23     50      00       999.999           99.999              9999.9
  2012    11    04    00     00      00         5.741            0.231               296.6
  2012    11    04    00     10      00         5.545            0.214               297.9
  2012    11    04    00     20      00         5.450            0.157               280.3
  2012    11    04    00     30      00         5.315            0.106               284.4
  2012    11    04    00     40      00         4.196            0.128               276.3
  2012    11    04    00     50      00         4.931            0.230               293.2
  2012    11    04    01     00      00         5.268            0.244               315.6
  2012    11    04    01     10      00         4.787            0.297               314.1
  2012    11    04    01     20      00         5.849            0.227               299.4
  2012    11    04    01     30      00         4.137            0.130               276.8
  2012    11    04    01     40      00         4.650            0.187               293.9
  2012    11    04    01     50      00         4.427            0.118               281.8
  2012    11    04    02     00      00         4.096            0.167               282.9
  2012    11    04    02     10      00         3.837            0.126               278.9
  2012    11    04    02     20      00         4.163            0.133               282.4
  2012    11    04    02     30      00         4.198            0.176               301.5
  2012    11    04    02     40      00         4.435            0.238               317.8
  2012    11    04    02     50      00         4.906            0.109               297.7
  2012    11    04    03     00      00         5.629            0.158               305.0
  2012    11    04    03     10      00         4.489            0.152               289.5
  2012    11    04    03     20      00         4.232            0.150               286.3
  2012    11    04    03     30      00         4.480            0.195               284.3
  2012    11    04    03     40      00         4.058            0.226               271.7
  2012    11    04    03     50      00         3.875            0.199               293.7
  2012    11    04    04     00      00         3.943            0.118               293.3
  2012    11    04    04     10      00         4.868            0.246               303.9
  2012    11    04    04     20      00         4.888            0.257               305.1
  2012    11    04    04     30      00         4.460            0.185               289.9
  2012    11    04    04     40      00         3.560            0.102               293.0
  2012    11    04    04     50      00         3.477            0.292               300.5
  2012    11    04    05     00      00         4.698            0.223               286.2
  2012    11    04    05     10      00         4.711            0.197               283.4
  2012    11    04    05     20      00         4.252            0.168               279.5
  2012    11    04    05     30      00         3.645            0.114               279.5
  2012    11    04    05     40      00         3.593            0.100               282.2
  2012    11    04    05     50      00         4.287            0.212               294.0
  2012    11    04    06     00      00         4.236            0.159               298.5
  2012    11    04    06     10      00         3.968            0.071               272.8
  2012    11    04    06     20      00         3.815            0.182               291.0
  2012    11    04    06     30      00         4.215            0.165               289.1
  2012    11    04    06     40      00         4.177            0.199               304.4
  2012    11    04    06     50      00       999.999           99.999              9999.9
  2012    11    04    07     00      00         4.177            0.224               282.8
  2012    11    04    07     10      00         3.156            0.058               264.4
  2012    11    04    07     20      00         3.674            0.141               292.7
  2012    11    04    07     30      00         3.604            0.174               279.8
  2012    11    04    07     40      00         3.011            0.161               267.6
  2012    11    04    07     50      00       999.999           99.999              9999.9
  2012    11    04    08     00      00       999.999           99.999              9999.9
  2012    11    04    08     10      00       999.999           99.999              9999.9
  2012    11    04    08     20      00         3.521            0.026               282.3
  2012    11    04    08     30      00         3.451            0.140               279.4
  2012    11    04    08     40      00         3.403            0.176               281.4
  2012    11    04    08     50      00       999.999           99.999              9999.9
  2012    11    04    09     00      00       999.999           99.999              9999.9
  2012    11    04    09     10      00       999.999           99.999              9999.9
  2012    11    04    09     20      00       999.999           99.999              9999.9
  2012    11    04    09     30      00       999.999           99.999              9999.9
  2012    11    04    09     40      00       999.999           99.999              9999.9
  2012    11    04    09     50      00       999.999           99.999              9999.9
  2012    11    04    10     00      00       999.999           99.999              9999.9
  2012    11    04    10     10      00       999.999           99.999              9999.9
  2012    11    04    10     20      00       999.999           99.999              9999.9
  2012    11    04    10     30      00       999.999           99.999              9999.9
