  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2009    11    05    00     00      00         2.568            0.085               258.7
  2009    11    05    00     05      00         2.660            0.098               275.4
  2009    11    05    00     10      00       999.999           99.999              9999.9
  2009    11    05    00     15      00       999.999           99.999              9999.9
  2009    11    05    00     20      00       999.999           99.999              9999.9
  2009    11    05    00     25      00       999.999           99.999              9999.9
  2009    11    05    00     30      00       999.999           99.999              9999.9
  2009    11    05    00     35      00       999.999           99.999              9999.9
  2009    11    05    00     40      00       999.999           99.999              9999.9
  2009    11    05    00     45      00       999.999           99.999              9999.9
  2009    11    05    00     50      00       999.999           99.999              9999.9
  2009    11    05    00     55      00       999.999           99.999              9999.9
  2009    11    05    01     00      00       999.999           99.999              9999.9
  2009    11    05    01     05      00       999.999           99.999              9999.9
  2009    11    05    01     10      00       999.999           99.999              9999.9
  2009    11    05    01     15      00       999.999           99.999              9999.9
  2009    11    05    01     20      00       999.999           99.999              9999.9
  2009    11    05    01     25      00       999.999           99.999              9999.9
  2009    11    05    01     30      00       999.999           99.999              9999.9
  2009    11    05    01     35      00       999.999           99.999              9999.9
  2009    11    05    01     40      00       999.999           99.999              9999.9
  2009    11    05    01     45      00       999.999           99.999              9999.9
  2009    11    05    01     50      00       999.999           99.999              9999.9
  2009    11    05    01     55      00       999.999           99.999              9999.9
  2009    11    05    02     00      00       999.999           99.999              9999.9
  2009    11    05    02     05      00       999.999           99.999              9999.9
  2009    11    05    02     10      00       999.999           99.999              9999.9
  2009    11    05    02     15      00       999.999           99.999              9999.9
  2009    11    05    02     20      00       999.999           99.999              9999.9
  2009    11    05    02     25      00       999.999           99.999              9999.9
  2009    11    05    02     30      00       999.999           99.999              9999.9
  2009    11    05    02     35      00       999.999           99.999              9999.9
  2009    11    05    02     40      00       999.999           99.999              9999.9
  2009    11    05    02     45      00       999.999           99.999              9999.9
  2009    11    05    02     50      00       999.999           99.999              9999.9
  2009    11    05    02     55      00       999.999           99.999              9999.9
  2009    11    05    03     00      00       999.999           99.999              9999.9
  2009    11    05    03     05      00       999.999           99.999              9999.9
  2009    11    05    03     10      00       999.999           99.999              9999.9
  2009    11    05    03     15      00       999.999           99.999              9999.9
  2009    11    05    03     20      00       999.999           99.999              9999.9
  2009    11    05    03     25      00         3.525            0.108               247.6
  2009    11    05    03     30      00         3.330            0.236               258.3
  2009    11    05    03     35      00         3.079            0.200               254.9
  2009    11    05    03     40      00         3.139            0.205               272.8
  2009    11    05    03     45      00         3.168            0.170               276.8
  2009    11    05    03     50      00         3.403            0.116               293.4
  2009    11    05    03     55      00         3.553            0.154               304.6
  2009    11    05    04     00      00         3.222            0.143               291.2
  2009    11    05    04     05      00         3.315            0.153               293.2
  2009    11    05    04     10      00       999.999           99.999              9999.9
  2009    11    05    04     15      00       999.999           99.999              9999.9
  2009    11    05    04     20      00       999.999           99.999              9999.9
  2009    11    05    04     25      00       999.999           99.999              9999.9
  2009    11    05    04     30      00       999.999           99.999              9999.9
