  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2012    10    05    00     00      00         6.547            0.224               287.8
  2012    10    05    00     10      00         6.766            0.096               283.1
  2012    10    05    00     20      00         6.659            0.201               286.2
  2012    10    05    00     30      00         6.395            0.158               288.5
  2012    10    05    00     40      00         6.274            0.211               307.7
  2012    10    05    00     50      00         6.210            0.210               311.2
  2012    10    05    01     00      00         6.463            0.264               306.7
  2012    10    05    01     10      00       999.999           99.999              9999.9
  2012    10    05    01     20      00       999.999           99.999              9999.9
  2012    10    05    01     30      00         7.247            0.261               295.4
  2012    10    05    01     40      00         7.030            0.171               288.1
  2012    10    05    01     50      00         5.918            0.201               285.5
  2012    10    05    02     00      00         5.855            0.225               296.4
  2012    10    05    02     10      00       999.999           99.999              9999.9
  2012    10    05    02     20      00       999.999           99.999              9999.9
  2012    10    05    02     30      00       999.999           99.999              9999.9
  2012    10    05    02     40      00       999.999           99.999              9999.9
  2012    10    05    02     50      00       999.999           99.999              9999.9
  2012    10    05    03     00      00       999.999           99.999              9999.9
  2012    10    05    03     10      00       999.999           99.999              9999.9
  2012    10    05    03     20      00       999.999           99.999              9999.9
  2012    10    05    03     30      00       999.999           99.999              9999.9
  2012    10    05    03     40      00       999.999           99.999              9999.9
  2012    10    05    03     50      00       999.999           99.999              9999.9
  2012    10    05    04     00      00       999.999           99.999              9999.9
  2012    10    05    04     10      00       999.999           99.999              9999.9
  2012    10    05    04     20      00       999.999           99.999              9999.9
  2012    10    05    04     30      00       999.999           99.999              9999.9
  2012    10    05    04     40      00       999.999           99.999              9999.9
  2012    10    05    04     50      00         4.348            0.147               299.5
  2012    10    05    05     00      00         4.398            0.176               307.2
  2012    10    05    05     10      00         4.155            0.145               302.8
  2012    10    05    05     20      00         4.097            0.143               294.3
  2012    10    05    05     30      00         3.815            0.168               282.7
  2012    10    05    05     40      00         3.790            0.070               288.3
  2012    10    05    05     50      00         3.708            0.147               298.9
  2012    10    05    06     00      00         3.584            0.102               301.4
  2012    10    05    06     10      00       999.999           99.999              9999.9
  2012    10    05    06     20      00       999.999           99.999              9999.9
  2012    10    05    06     30      00       999.999           99.999              9999.9
  2012    10    05    06     40      00         3.898            0.178               307.8
  2012    10    05    06     50      00         3.644            0.162               298.1
  2012    10    05    07     00      00         3.454            0.115               281.2
  2012    10    05    07     10      00       999.999           99.999              9999.9
  2012    10    05    07     20      00       999.999           99.999              9999.9
  2012    10    05    07     30      00       999.999           99.999              9999.9
  2012    10    05    07     40      00       999.999           99.999              9999.9
  2012    10    05    07     50      00       999.999           99.999              9999.9
  2012    10    05    08     00      00       999.999           99.999              9999.9
  2012    10    05    08     10      00         4.143            0.094               291.2
  2012    10    05    08     20      00         3.934            0.140               274.8
  2012    10    05    08     30      00         3.956            0.133               295.9
  2012    10    05    08     40      00         3.906            0.114               286.4
  2012    10    05    08     50      00         3.784            0.161               286.8
  2012    10    05    09     00      00         3.701            0.143               292.6
  2012    10    05    09     10      00         3.363            0.155               282.5
  2012    10    05    09     20      00         3.119            0.081               290.0
  2012    10    05    09     30      00         3.222            0.178               305.0
  2012    10    05    09     40      00         2.943            0.146               296.8
  2012    10    05    09     50      00         3.011            0.159               304.1
  2012    10    05    10     00      00         3.001            0.141               305.1
  2012    10    05    10     10      00       999.999           99.999              9999.9
  2012    10    05    10     20      00         3.534            0.204               297.2
