  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2010    12    07    00     00      00         3.494            0.273               292.6
  2010    12    07    00     10      00         3.781            0.256               325.5
  2010    12    07    00     20      00         3.542            0.160               277.3
  2010    12    07    00     30      00         3.484            0.336               290.9
  2010    12    07    00     40      00         4.132            0.158               292.5
  2010    12    07    00     50      00         3.282            0.120               289.5
  2010    12    07    01     00      00         3.642            0.115               238.0
  2010    12    07    01     10      00         4.207            0.174               289.7
  2010    12    07    01     20      00         4.384            0.281               282.0
  2010    12    07    01     30      00         4.453            0.070               266.4
  2010    12    07    01     40      00         3.752            0.198               253.7
  2010    12    07    01     50      00         3.829            0.343               284.1
  2010    12    07    02     00      00         3.625            0.125               278.5
  2010    12    07    02     10      00         3.467            0.288               288.3
  2010    12    07    02     20      00         3.687            0.232               298.9
  2010    12    07    02     30      00         3.374            0.073               259.8
  2010    12    07    02     40      00         3.340            0.235               308.1
  2010    12    07    02     50      00       999.999           99.999              9999.9
  2010    12    07    03     00      00       999.999           99.999              9999.9
  2010    12    07    03     10      00       999.999           99.999              9999.9
  2010    12    07    03     20      00       999.999           99.999              9999.9
  2010    12    07    03     30      00       999.999           99.999              9999.9
  2010    12    07    03     40      00       999.999           99.999              9999.9
  2010    12    07    03     50      00       999.999           99.999              9999.9
  2010    12    07    04     00      00       999.999           99.999              9999.9
  2010    12    07    04     10      00       999.999           99.999              9999.9
  2010    12    07    04     20      00       999.999           99.999              9999.9
  2010    12    07    04     30      00       999.999           99.999              9999.9
  2010    12    07    04     40      00       999.999           99.999              9999.9
  2010    12    07    04     50      00         3.291            0.153               284.7
  2010    12    07    05     00      00         3.482            0.152               272.6
  2010    12    07    05     10      00         3.505            0.266               274.5
  2010    12    07    05     20      00         3.468            0.186               292.6
  2010    12    07    05     30      00         2.963            0.129               284.6
  2010    12    07    05     40      00         2.686            0.174               262.9
  2010    12    07    05     50      00         2.729            0.135               286.2
  2010    12    07    06     00      00         3.018            0.203               296.2
  2010    12    07    06     10      00         3.202            0.142               275.1
  2010    12    07    06     20      00         3.535            0.129               308.2
  2010    12    07    06     30      00         3.441            0.094               289.2
  2010    12    07    06     40      00         3.383            0.147               278.9
  2010    12    07    06     50      00         3.441            0.216               288.7
  2010    12    07    07     00      00         3.136            0.084               305.7
  2010    12    07    07     10      00         3.004            0.041               300.3
  2010    12    07    07     20      00         3.190            0.186               310.9
  2010    12    07    07     30      00         3.520            0.158               308.3
  2010    12    07    07     40      00         3.112            0.087               278.9
  2010    12    07    07     50      00         3.403            0.232               276.2
  2010    12    07    08     00      00         3.331            0.143               292.4
  2010    12    07    08     10      00       999.999           99.999              9999.9
  2010    12    07    08     20      00       999.999           99.999              9999.9
  2010    12    07    08     30      00       999.999           99.999              9999.9
  2010    12    07    08     40      00         3.210            0.148               339.2
  2010    12    07    08     50      00         3.386            0.240               344.2
  2010    12    07    09     00      00         3.533            0.115               337.2
  2010    12    07    09     10      00         3.484            0.140               315.4
  2010    12    07    09     20      00         3.231            0.210               314.8
  2010    12    07    09     30      00       999.999           99.999              9999.9
  2010    12    07    09     40      00       999.999           99.999              9999.9
  2010    12    07    09     50      00       999.999           99.999              9999.9
  2010    12    07    10     00      00       999.999           99.999              9999.9
  2010    12    07    10     10      00       999.999           99.999              9999.9
  2010    12    07    10     20      00       999.999           99.999              9999.9
  2010    12    07    10     30      00       999.999           99.999              9999.9
  2010    12    07    10     40      00       999.999           99.999              9999.9
  2010    12    07    10     50      00       999.999           99.999              9999.9
  2010    12    07    11     00      00       999.999           99.999              9999.9
  2010    12    07    11     10      00       999.999           99.999              9999.9
  2010    12    07    11     20      00       999.999           99.999              9999.9
  2010    12    07    11     30      00       999.999           99.999              9999.9
  2010    12    07    11     40      00       999.999           99.999              9999.9
  2010    12    07    11     50      00       999.999           99.999              9999.9
  2010    12    07    12     00      00       999.999           99.999              9999.9
  2010    12    07    12     10      00       999.999           99.999              9999.9
  2010    12    07    12     20      00       999.999           99.999              9999.9
  2010    12    07    12     30      00       999.999           99.999              9999.9
  2010    12    07    12     40      00       999.999           99.999              9999.9
  2010    12    07    12     50      00         3.584            0.163               287.4
  2010    12    07    13     00      00         3.493            0.151               275.3
  2010    12    07    13     10      00         3.460            0.265               283.9
  2010    12    07    13     20      00         3.468            0.125               294.4
  2010    12    07    13     30      00         3.370            0.242               276.7
  2010    12    07    13     40      00         3.270            0.218               286.1
  2010    12    07    13     50      00         3.480            0.223               279.0
  2010    12    07    14     00      00         3.462            0.023               286.0
  2010    12    07    14     10      00         3.199            0.300               285.6
  2010    12    07    14     20      00         2.863            0.041               293.4
  2010    12    07    14     30      00         3.163            0.102               289.8
  2010    12    07    14     40      00         3.337            0.103               284.1
  2010    12    07    14     50      00         2.966            0.256               270.9
  2010    12    07    15     00      00         3.328            0.146               286.5
  2010    12    07    15     10      00         3.484            0.150               287.2
  2010    12    07    15     20      00         3.186            0.041               262.3
  2010    12    07    15     30      00         3.182            0.147               271.3
  2010    12    07    15     40      00         3.282            0.136               273.9
  2010    12    07    15     50      00         4.291            0.170               282.4
  2010    12    07    16     00      00         3.783            0.241               267.1
  2010    12    07    16     10      00         3.574            0.147               263.3
  2010    12    07    16     20      00         4.133            0.232               291.3
  2010    12    07    16     30      00         4.190            0.380               285.4
  2010    12    07    16     40      00         4.524            0.227               292.9
  2010    12    07    16     50      00         4.356            0.157               273.1
  2010    12    07    17     00      00         4.207            0.184               273.9
  2010    12    07    17     10      00         3.298            0.342               274.2
  2010    12    07    17     20      00         4.276            0.202               273.7
  2010    12    07    17     30      00         4.286            0.147               281.5
