  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2011    10    16    00     00      00         6.004            0.167               303.8
  2011    10    16    00     10      00         7.891            0.235               307.6
  2011    10    16    00     20      00         5.274            0.138               323.6
  2011    10    16    00     30      00         5.295            0.197               318.1
  2011    10    16    00     40      00         4.474            0.219               330.5
  2011    10    16    00     50      00         3.661            0.287               310.8
  2011    10    16    01     00      00       999.999           99.999              9999.9
  2011    10    16    01     10      00       999.999           99.999              9999.9
  2011    10    16    01     20      00       999.999           99.999              9999.9
  2011    10    16    01     30      00         5.697            0.304               326.7
  2011    10    16    01     40      00         6.063            0.470               340.7
  2011    10    16    01     50      00         6.618            0.293               337.5
  2011    10    16    02     00      00         5.963            0.221               322.4
  2011    10    16    02     10      00         5.777            0.296               324.8
  2011    10    16    02     20      00         5.998            0.286               327.9
  2011    10    16    02     30      00         5.563            0.266               326.9
  2011    10    16    02     40      00         6.087            0.230               325.6
  2011    10    16    02     50      00         6.993            0.410               337.9
  2011    10    16    03     00      00         6.639            0.272               335.9
  2011    10    16    03     10      00         5.746            0.213               336.7
  2011    10    16    03     20      00         6.961            0.146               324.6
  2011    10    16    03     30      00         7.854            0.327               325.8
  2011    10    16    03     40      00         7.100            0.206               295.4
  2011    10    16    03     50      00         5.452            0.456               337.2
  2011    10    16    04     00      00         6.781            0.589               317.2
  2011    10    16    04     10      00         6.279            0.369               332.3
  2011    10    16    04     20      00         6.347            0.313               321.8
  2011    10    16    04     30      00         6.051            0.237               324.3
  2011    10    16    04     40      00         5.965            0.276               334.0
  2011    10    16    04     50      00         6.076            0.259               329.9
  2011    10    16    05     00      00         6.072            0.413               324.7
  2011    10    16    05     10      00         6.220            0.163               306.3
  2011    10    16    05     20      00         6.039            0.417               305.4
  2011    10    16    05     30      00         5.908            0.588               316.6
  2011    10    16    05     40      00         5.740            0.202               306.7
  2011    10    16    05     50      00         5.718            0.152               302.4
  2011    10    16    06     00      00         5.213            0.192               296.1
  2011    10    16    06     10      00         5.431            0.627               297.3
  2011    10    16    06     20      00       999.999           99.999              9999.9
  2011    10    16    06     30      00       999.999           99.999              9999.9
  2011    10    16    06     40      00       999.999           99.999              9999.9
  2011    10    16    06     50      00       999.999           99.999              9999.9
  2011    10    16    07     00      00       999.999           99.999              9999.9
  2011    10    16    07     10      00       999.999           99.999              9999.9
  2011    10    16    07     20      00       999.999           99.999              9999.9
  2011    10    16    07     30      00       999.999           99.999              9999.9
  2011    10    16    07     40      00       999.999           99.999              9999.9
  2011    10    16    07     50      00       999.999           99.999              9999.9
  2011    10    16    08     00      00       999.999           99.999              9999.9
  2011    10    16    08     10      00       999.999           99.999              9999.9
  2011    10    16    08     20      00       999.999           99.999              9999.9
  2011    10    16    08     30      00       999.999           99.999              9999.9
  2011    10    16    08     40      00       999.999           99.999              9999.9
  2011    10    16    08     50      00       999.999           99.999              9999.9
  2011    10    16    09     00      00       999.999           99.999              9999.9
  2011    10    16    09     10      00       999.999           99.999              9999.9
  2011    10    16    09     20      00       999.999           99.999              9999.9
  2011    10    16    09     30      00       999.999           99.999              9999.9
  2011    10    16    09     40      00       999.999           99.999              9999.9
  2011    10    16    09     50      00       999.999           99.999              9999.9
  2011    10    16    10     00      00       999.999           99.999              9999.9
  2011    10    16    10     10      00       999.999           99.999              9999.9
  2011    10    16    10     20      00       999.999           99.999              9999.9
  2011    10    16    10     30      00       999.999           99.999              9999.9
  2011    10    16    10     40      00       999.999           99.999              9999.9
  2011    10    16    10     50      00       999.999           99.999              9999.9
  2011    10    16    11     00      00       999.999           99.999              9999.9
  2011    10    16    11     10      00       999.999           99.999              9999.9
  2011    10    16    11     20      00       999.999           99.999              9999.9
  2011    10    16    11     30      00       999.999           99.999              9999.9
  2011    10    16    11     40      00       999.999           99.999              9999.9
  2011    10    16    11     50      00       999.999           99.999              9999.9
  2011    10    16    12     00      00       999.999           99.999              9999.9
  2011    10    16    12     10      00       999.999           99.999              9999.9
  2011    10    16    12     20      00         3.511            0.082               317.2
  2011    10    16    12     30      00         4.436            0.195               316.3
  2011    10    16    12     40      00         5.351            0.186               316.3
