  Year  Month   Day  Hour  Minute  Second    foF2 (MHz)   foF2 POLAN Error (MHz)   hmF2 (km)
  2013    04    09    00     00      00         7.355            0.221               309.3
  2013    04    09    00     30      00         7.211            0.234               310.2
  2013    04    09    01     00      00         6.967            0.232               314.2
  2013    04    09    01     30      00         6.551            0.166               298.4
  2013    04    09    02     00      00         6.521            0.211               310.5
  2013    04    09    02     30      00         6.507            0.109               305.2
  2013    04    09    03     00      00         6.380            0.119               300.6
  2013    04    09    03     30      00         6.382            0.203               310.3
  2013    04    09    04     00      00         6.180            0.177               297.0
  2013    04    09    04     30      00         6.429            0.338               305.3
  2013    04    09    05     00      00         6.498            0.040               301.8
  2013    04    09    05     30      00         6.371            0.118               303.8
  2013    04    09    06     00      00         6.559            0.174               312.1
  2013    04    09    06     30      00         6.511            0.088               301.6
  2013    04    09    07     00      00         6.348            0.210               313.9
  2013    04    09    07     30      00         6.870            0.194               314.9
  2013    04    09    08     00      00         6.854            0.201               328.8
  2013    04    09    08     30      00         6.705            0.086               311.3
  2013    04    09    09     00      00         6.933            0.320               306.4
  2013    04    09    09     30      00         7.456            0.202               310.0
  2013    04    09    10     00      00         6.995            0.230               300.8
  2013    04    09    10     30      00         7.454            0.233               319.3
  2013    04    09    11     00      00         7.711            0.096               305.6
  2013    04    09    11     30      00         7.714            0.180               314.9
  2013    04    09    12     00      00         7.044            0.211               313.7
  2013    04    09    12     30      00         5.583            0.243               335.1
  2013    04    09    13     00      00         6.209            0.147               323.7
  2013    04    09    13     30      00         6.838            0.154               303.1
  2013    04    09    14     00      00         7.103            0.154               283.9
  2013    04    09    14     30      00         6.554            0.144               294.4
  2013    04    09    15     00      00         6.766            0.127               311.8
  2013    04    09    15     30      00         6.471            0.220               302.3
  2013    04    09    16     00      00         6.528            0.176               283.0
  2013    04    09    16     30      00         5.756            0.121               320.1
  2013    04    09    17     00      00         6.935            0.270               315.8
  2013    04    09    17     30      00         7.073            0.163               296.9
  2013    04    09    18     00      00         7.053            0.175               287.0
  2013    04    09    18     30      00         6.114            0.200               318.7
  2013    04    09    19     00      00         6.191            0.167               315.0
  2013    04    09    19     30      00         6.680            0.323               312.2
  2013    04    09    20     00      00         6.802            0.244               327.2
  2013    04    09    20     30      00         7.135            0.270               292.6
  2013    04    09    21     00      00       999.999           99.999              9999.9
  2013    04    09    21     30      00         6.830            0.307               296.4
  2013    04    09    22     00      00         6.770            0.145               293.4
  2013    04    09    22     30      00         6.510            0.195               296.1
  2013    04    09    23     00      00         6.756            0.093               306.1
  2013    04    09    23     30      00         6.753            0.171               294.6
  2013    04    10    00     00      00         6.517            0.163               298.9
  2013    04    10    00     30      00         6.529            0.320               311.9
  2013    04    10    01     00      00         6.769            0.136               292.0
  2013    04    10    01     30      00         6.842            0.375               300.0
  2013    04    10    02     00      00         6.044            0.144               274.5
  2013    04    10    02     30      00         5.920            0.268               312.8
  2013    04    10    03     00      00         6.531            0.196               318.9
  2013    04    10    03     30      00         5.899            0.183               299.2
  2013    04    10    04     00      00       999.999           99.999              9999.9
  2013    04    10    04     30      00         6.282            0.295               300.3
  2013    04    10    05     00      00         6.271            0.295               307.2
  2013    04    10    05     30      00         6.901            0.249               313.7
  2013    04    10    06     00      00         7.154            0.221               308.0
  2013    04    10    06     30      00         6.805            0.221               306.9
  2013    04    10    07     00      00         6.295            0.217               311.9
  2013    04    10    07     30      00         6.772            0.214               316.9
  2013    04    10    08     00      00         6.537            0.239               302.0
  2013    04    10    08     30      00         6.108            0.272               311.4
  2013    04    10    09     00      00         5.889            0.242               303.5
  2013    04    10    09     30      00         5.480            0.220               313.1
  2013    04    10    10     00      00         6.183            0.198               302.4
  2013    04    10    10     30      00         6.223            0.182               296.9
  2013    04    10    11     00      00         5.902            0.221               315.1
  2013    04    10    11     30      00         5.889            0.201               318.7
  2013    04    10    12     00      00         5.788            0.147               293.1
  2013    04    10    12     30      00         5.760            0.264               314.3
  2013    04    10    13     00      00         5.848            0.365               326.3
  2013    04    10    13     30      00         5.684            0.188               303.7
  2013    04    10    14     00      00         6.024            0.245               314.7
  2013    04    10    14     30      00         6.343            0.314               307.9
  2013    04    10    15     00      00         6.448            0.225               317.2
  2013    04    10    15     30      00         6.432            0.297               289.1
  2013    04    10    16     00      00         6.242            0.375               325.4
  2013    04    10    16     30      00         5.405            0.281               323.0
  2013    04    10    17     00      00         6.909            0.208               270.6
  2013    04    10    17     30      00         6.250            0.308               281.3
  2013    04    10    18     00      00         6.336            0.240               275.9
  2013    04    10    18     30      00         5.821            0.253               255.7
  2013    04    10    19     00      00         6.820            0.265               299.0
  2013    04    10    19     30      00         6.242            0.262               316.9
  2013    04    10    20     00      00         5.928            0.234               250.7
  2013    04    10    20     30      00         6.180            0.293               253.2
  2013    04    10    21     00      00         7.236            0.350               281.9
  2013    04    10    21     30      00         7.013            0.274               301.8
  2013    04    10    22     00      00         7.133            0.257               304.8
