63095.0	40.4	47.0	1.226758E-19
63101.0	-146.5	74.1	1.178138E-19
63107.0	41.7	76.0	1.535065E-19
63113.0	-138.3	76.0	1.227497E-19
63119.0	-95.35	67.98	1.183773E-19
63125.0	-90.61	68.69	1.216251E-19
63131.0	-85.61	69.25	1.246744E-19
63137.0	-80.38	69.66	1.27516E-19
63143.0	-74.98	69.92	1.301412E-19
63149.0	-69.5	70.0	1.325416E-19
63155.0	-64.02	69.92	1.347096E-19
63161.0	-58.62	69.66	1.366382E-19
63173.0	-53.39	69.25	1.383208E-19
63179.0	-48.39	68.69	1.397515E-19
63185.0	-43.65	67.98	1.409248E-19
63191.0	-39.22	67.15	1.418361E-19
63197.0	-35.09	66.19	1.42481E-19
63203.0	-31.27	65.14	1.428561E-19
63209.0	-27.74	63.99	1.429585E-19
63215.0	-24.5	62.76	1.427858E-19
63221.0	-21.51	61.46	1.423366E-19
63227.0	-18.77	60.1	1.416101E-19
63239.0	-16.23	58.68	1.406064E-19
63245.0	-13.89	57.2	1.393261E-19
63251.0	-11.73	55.69	1.377711E-19
63257.0	-9.72	54.13	1.35944E-19
63263.0	-7.85	52.53	1.338482E-19
63269.0	-6.11	50.9	1.314885E-19
63275.0	-4.48	49.24	1.288704E-19
63281.0	-2.95	47.55	1.260007E-19
63287.0	-1.51	45.84	1.228871E-19
63293.0	-0.15	44.1	1.195388E-19
63299.0	126.61	69.25	1.202595E-19
63305.0	121.38	69.66	1.23046E-19
63311.0	115.98	69.92	1.256243E-19
63317.0	110.5	70.0	1.279864E-19
63323.0	105.02	69.92	1.301249E-19
63329.0	99.62	69.66	1.320326E-19
63335.0	94.39	69.25	1.337032E-19
63341.0	89.39	68.69	1.351307E-19
63347.0	84.65	67.98	1.363098E-19
63353.0	80.22	67.15	1.372358E-19
63365.0	76.09	66.19	1.379043E-19
63371.0	72.27	65.14	1.38312E-19
63377.0	68.74	63.99	1.384557E-19
63383.0	65.5	62.76	1.383332E-19
63389.0	62.51	61.46	1.379428E-19
63395.0	59.77	60.1	1.372836E-19
63401.0	57.23	58.68	1.363556E-19
63407.0	54.89	57.2	1.351593E-19
63413.0	52.73	55.69	1.336962E-19
63419.0	50.72	54.13	1.319687E-19
63431.0	48.85	52.53	1.2998E-19
63437.0	47.11	50.9	1.277346E-19
63443.0	45.48	49.24	1.252375E-19
63449.0	43.95	47.55	1.224953E-19
63455.0	42.51	45.84	1.195153E-19
63473.0	-159.5	70.0	1.075293E-19
63584.0	-159.5	72.0	1.122112E-19
63776.0	-159.5	74.0	1.167351E-19
63809.0	-159.5	76.0	1.210827E-19
63905.0	-159.5	78.0	1.252364E-19
63968.0	-159.5	80.0	1.291795E-19
64004.0	-159.5	82.0	1.328962E-19
64007.0	-159.5	84.0	1.363717E-19
64010.0	-159.5	86.0	1.395919E-19
64013.0	-159.5	88.0	1.425442E-19
64016.0	14.04	90.0	1.452168E-19
64019.0	20.5	88.0	1.47599E-19
64022.0	20.5	86.0	1.496814E-19
64025.0	20.5	84.0	1.514557E-19
64028.0	20.5	82.0	1.52915E-19
64031.0	20.5	80.0	1.540534E-19
64034.0	20.5	78.0	1.548664E-19
64037.0	20.5	76.0	1.451E-19
64040.0	20.5	74.0	1.555049E-19
64043.0	20.5	72.0	1.553278E-19
64046.0	20.5	70.0	1.548202E-19
64049.0	20.5	68.0	1.539843E-19
64052.0	20.5	66.0	1.528233E-19
64055.0	20.5	64.0	1.513418E-19
64058.0	20.5	62.0	1.495457E-19
64061.0	20.5	60.0	1.474421E-19
64067.0	20.5	58.0	1.450392E-19
64070.0	20.5	56.0	1.423468E-19
64073.0	20.5	54.0	1.393754E-19
64076.0	20.5	52.0	1.361368E-19
64079.0	20.5	50.0	1.326441E-19
64082.0	20.5	48.0	1.28911E-19
64085.0	20.5	46.0	1.249527E-19
64088.0	20.5	44.0	1.207849E-19
64091.0	20.5	42.0	1.164244E-19
64094.0	20.5	40.0	1.118888E-19
64097.0	-154.3	89.5	1.445836E-19
64100.0	-154.3	88.5	1.432632E-19
64103.0	-154.3	87.5	1.418721E-19
64106.0	-154.3	86.5	1.404116E-19
64109.0	-154.3	85.5	1.388831E-19
64112.0	-154.3	84.5	1.372882E-19
64115.0	-154.3	83.5	1.356285E-19
64118.0	-154.3	82.5	1.339056E-19
64121.0	-154.3	81.5	1.321212E-19
